Installation,plot_ID,date,sample_ID,collection_method,tboid,tbo,Human,Wildlife,Domestic_Animals,Endosymbiont,Human_Endo,Human_Animal,Unknown,TICK HOST(S),"TICK HOSTS, DOD SERDP STUDY",Vertebrate_Host,Disease,DISEASE HOST
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN32,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN33,trap,tbo1,Rickettsia sp. Is2FT68-2,NA,NA,NA,NA,NA,NA,Yes,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis",unknown,unknown pathogenicity,unknown pathogenicity
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN33,trap,tbo7,Francisella sp.,NA,NA,NA,NA,NA,NA,Yes,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,unknown pathogensis,unknown pathogensis
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN33,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN34,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN34,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN35,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis","cattle, dogs, med/large mammals, mice, sml mammals, ground-frequenting birds, skinks, lizards",ehrlichiosis,humans
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN35,trap,tbo2,Rickettsia sp.,NA,NA,NA,NA,NA,NA,Yes,"Amblyomma spp., Dermacentor spp., Haemaphysalis spp., Ixodes spp., Rhipicephalus spp.","Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,rickettsiosis/non-pathogenic,rickettsiosis/non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN35,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN36,trap,tbo1,Rickettsia sp.,NA,NA,NA,NA,NA,NA,Yes,"Amblyomma spp., Dermacentor spp., Haemaphysalis spp., Ixodes spp., Rhipicephalus spp.","Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,rickettsiosis/non-pathogenic,rickettsiosis/non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN36,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN37,trap,tbo1,Rickettsia bellii,NA,Yes,Yes,NA,NA,NA,NA,"Amblyomma sabanerae, Amblyomma spp., Dermacentor andersoni, D. occidentalis, D. variabilis, D. parumapertus, D. albipictus, H. leporispalustris, Argas cooleyi, Ornithodoros concanensis, Haemaphysalis juxtakochi, Ixodes loricatus","Amblyomma americanum, A. maculatum, Dermacentor variabilis","rabbits, guinea pigs",eschars develop,"rabbits, guinea pigs"
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN37,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN37,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN38,trap,tbo1,Rickettsia bellii,NA,Yes,Yes,NA,NA,NA,NA,"Amblyomma sabanerae, Amblyomma spp., Dermacentor andersoni, D. occidentalis, D. variabilis, D. parumapertus, D. albipictus, H. leporispalustris, Argas cooleyi, Ornithodoros concanensis, Haemaphysalis juxtakochi, Ixodes loricatus","Amblyomma americanum, A. maculatum, Dermacentor variabilis","rabbits, guinea pigs",eschars develop,"rabbits, guinea pigs"
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN38,trap,tbo2,Rickettsia sp. Is2FT68-2,NA,NA,NA,NA,NA,NA,Yes,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis",unknown,unknown pathogenicity,unknown pathogenicity
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN38,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN38,trap,tbo7,Francisella sp.,NA,NA,NA,NA,NA,NA,Yes,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,unknown pathogensis,unknown pathogensis
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN38,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN39,trap,tbo1,Rickettsia bellii,NA,Yes,Yes,NA,NA,NA,NA,"Amblyomma sabanerae, Amblyomma spp., Dermacentor andersoni, D. occidentalis, D. variabilis, D. parumapertus, D. albipictus, H. leporispalustris, Argas cooleyi, Ornithodoros concanensis, Haemaphysalis juxtakochi, Ixodes loricatus","Amblyomma americanum, A. maculatum, Dermacentor variabilis","rabbits, guinea pigs",eschars develop,"rabbits, guinea pigs"
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN39,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1BTAN39,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAA1,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAA1,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAA2,trap,tbo1,Theileria sp.,NA,NA,NA,NA,NA,NA,Yes,NA,"Amblyomma americanum, A. maculatum",unknown,theileriosis/unknown pathogenicity,unknown pathogenicity
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAA2,trap,tbo2,Rickettsia sp.,NA,NA,NA,NA,NA,NA,Yes,"Amblyomma spp., Dermacentor spp., Haemaphysalis spp., Ixodes spp., Rhipicephalus spp.","Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,rickettsiosis/non-pathogenic,rickettsiosis/non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAA2,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAA3,trap,tbo1,Theileria sp. H8,NA,Yes,NA,NA,NA,NA,NA,perhaps Rhipicephalus spp.,"Amblyomma americanum, A. maculatum",deer,theileriosis,white-tailed deer
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAA3,trap,tbo2,Rickettsia bellii,NA,Yes,Yes,NA,NA,NA,NA,"Amblyomma sabanerae, Amblyomma spp., Dermacentor andersoni, D. occidentalis, D. variabilis, D. parumapertus, D. albipictus, H. leporispalustris, Argas cooleyi, Ornithodoros concanensis, Haemaphysalis juxtakochi, Ixodes loricatus","Amblyomma americanum, A. maculatum, Dermacentor variabilis","rabbits, guinea pigs",eschars develop,"rabbits, guinea pigs"
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAA3,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAA3,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAA4,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN01,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN01,trap,tbo7,Francisella sp.,NA,NA,NA,NA,NA,NA,Yes,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,unknown pathogensis,unknown pathogensis
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN01,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN02,trap,tbo1,Rickettsia sp.,NA,NA,NA,NA,NA,NA,Yes,"Amblyomma spp., Dermacentor spp., Haemaphysalis spp., Ixodes spp., Rhipicephalus spp.","Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,rickettsiosis/non-pathogenic,rickettsiosis/non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN02,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN03,trap,tbo1,Borrelia sp.,Yes,NA,NA,NA,NA,NA,NA,Ixodes spp.,"Amblyomma americanum, A. maculatum","deer, rodents, rabbits, birds, small reptiles",borrelioses/non-pathogenic,humans
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN03,trap,tbo2,Rickettsia sp.,NA,NA,NA,NA,NA,NA,Yes,"Amblyomma spp., Dermacentor spp., Haemaphysalis spp., Ixodes spp., Rhipicephalus spp.","Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,rickettsiosis/non-pathogenic,rickettsiosis/non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN03,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN04,trap,tbo1,Rickettsia sp.,NA,NA,NA,NA,NA,NA,Yes,"Amblyomma spp., Dermacentor spp., Haemaphysalis spp., Ixodes spp., Rhipicephalus spp.","Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,rickettsiosis/non-pathogenic,rickettsiosis/non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN04,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN05,trap,tbo1,Rickettsia sp.,NA,NA,NA,NA,NA,NA,Yes,"Amblyomma spp., Dermacentor spp., Haemaphysalis spp., Ixodes spp., Rhipicephalus spp.","Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,rickettsiosis/non-pathogenic,rickettsiosis/non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN05,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN06,trap,tbo1,Rickettsia sp. Is2FT68-2,NA,NA,NA,NA,NA,NA,Yes,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis",unknown,unknown pathogenicity,unknown pathogenicity
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN06,trap,tbo2,Rickettsia bellii,NA,Yes,Yes,NA,NA,NA,NA,"Amblyomma sabanerae, Amblyomma spp., Dermacentor andersoni, D. occidentalis, D. variabilis, D. parumapertus, D. albipictus, H. leporispalustris, Argas cooleyi, Ornithodoros concanensis, Haemaphysalis juxtakochi, Ixodes loricatus","Amblyomma americanum, A. maculatum, Dermacentor variabilis","rabbits, guinea pigs",eschars develop,"rabbits, guinea pigs"
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN06,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN06,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN07,trap,tbo1,Borrelia burgdorferi,Yes,NA,NA,NA,NA,NA,NA,"Ixodes ricinus, I. scapularis, I. pacificus, I. affinis","Amblyomma americanum, A. maculatum","rodents, deer, sheep (British Isles)",Lyme disease (arthritis),humans
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN07,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN07,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN08,trap,tbo1,Rickettsia sp.,NA,NA,NA,NA,NA,NA,Yes,"Amblyomma spp., Dermacentor spp., Haemaphysalis spp., Ixodes spp., Rhipicephalus spp.","Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,rickettsiosis/non-pathogenic,rickettsiosis/non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN08,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN09,trap,tbo1,Rickettsia sp. Is2FT68-2,NA,NA,NA,NA,NA,NA,Yes,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis",unknown,unknown pathogenicity,unknown pathogenicity
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN09,trap,tbo2,Rickettsia bellii,NA,Yes,Yes,NA,NA,NA,NA,"Amblyomma sabanerae, Amblyomma spp., Dermacentor andersoni, D. occidentalis, D. variabilis, D. parumapertus, D. albipictus, H. leporispalustris, Argas cooleyi, Ornithodoros concanensis, Haemaphysalis juxtakochi, Ixodes loricatus","Amblyomma americanum, A. maculatum, Dermacentor variabilis","rabbits, guinea pigs",eschars develop,"rabbits, guinea pigs"
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN09,trap,tbo3,Borrelia burgdorferi,Yes,NA,NA,NA,NA,NA,NA,"Ixodes ricinus, I. scapularis, I. pacificus, I. affinis","Amblyomma americanum, A. maculatum","rodents, deer, sheep (British Isles)",Lyme disease (arthritis),humans
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN09,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN09,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN10,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis","cattle, dogs, med/large mammals, mice, sml mammals, ground-frequenting birds, skinks, lizards",ehrlichiosis,humans
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN10,trap,tbo2,Rickettsia sp. Is2FT68-2,NA,NA,NA,NA,NA,NA,Yes,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis",unknown,unknown pathogenicity,unknown pathogenicity
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN10,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN11,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis","cattle, dogs, med/large mammals, mice, sml mammals, ground-frequenting birds, skinks, lizards",ehrlichiosis,humans
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN11,trap,tbo2,Rickettsia bellii,NA,Yes,Yes,NA,NA,NA,NA,"Amblyomma sabanerae, Amblyomma spp., Dermacentor andersoni, D. occidentalis, D. variabilis, D. parumapertus, D. albipictus, H. leporispalustris, Argas cooleyi, Ornithodoros concanensis, Haemaphysalis juxtakochi, Ixodes loricatus","Amblyomma americanum, A. maculatum, Dermacentor variabilis","rabbits, guinea pigs",eschars develop,"rabbits, guinea pigs"
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN11,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN11,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN12,trap,tbo1,Ehrlichia muris subsp. eauclairensis,Yes,NA,NA,NA,NA,NA,NA,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis","cattle, dogs, med/large mammals, mice, sml mammals, ground-frequenting birds, skinks, lizards",ehrlichiosis,humans
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN12,trap,tbo2,Rickettsia sp. Is2FT68-2,NA,NA,NA,NA,NA,NA,Yes,Ixodes scapularis,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis",unknown,unknown pathogenicity,unknown pathogenicity
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN12,trap,tbo7,Francisella sp.,NA,NA,NA,NA,NA,NA,Yes,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Rhipicephalus sanguineus",unknown,unknown pathogensis,unknown pathogensis
Tyndall,c1,2018-06-28T00:00:00Z,TC1DTAN12,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1FTAA1,trap,tbo1,Theileria sp.,NA,NA,NA,NA,NA,NA,Yes,NA,"Amblyomma americanum, A. maculatum",unknown,theileriosis/unknown pathogenicity,unknown pathogenicity
Tyndall,c1,2018-06-28T00:00:00Z,TC1FTAA1,trap,tbo2,Rickettsia bellii,NA,Yes,Yes,NA,NA,NA,NA,"Amblyomma sabanerae, Amblyomma spp., Dermacentor andersoni, D. occidentalis, D. variabilis, D. parumapertus, D. albipictus, H. leporispalustris, Argas cooleyi, Ornithodoros concanensis, Haemaphysalis juxtakochi, Ixodes loricatus","Amblyomma americanum, A. maculatum, Dermacentor variabilis","rabbits, guinea pigs",eschars develop,"rabbits, guinea pigs"
Tyndall,c1,2018-06-28T00:00:00Z,TC1FTAA1,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
Tyndall,c1,2018-06-28T00:00:00Z,TC1FTAA1,trap,tbo8,Coxiella endo. of A. americanum,NA,NA,NA,Yes,NA,NA,NA,NA,"Amblyomma americanum, A. maculatum, Dermacentor variabilis, Ixodes scapularis, Rhipicephalus sanguineus",unknown,non-pathogenic,non-pathogenic
Tyndall,c1,2018-06-28T00:00:00Z,TC1FTAA2,trap,tbo1,Theileria sp. H8,NA,Yes,NA,NA,NA,NA,NA,perhaps Rhipicephalus spp.,"Amblyomma americanum, A. maculatum",deer,theileriosis,white-tailed deer
Tyndall,c1,2018-06-28T00:00:00Z,TC1FTAA2,trap,tbo6,Rickettsia amblyommatis,NA,NA,NA,NA,Yes,NA,NA,Amblyomma americanum; A. cajennense; A. oblongoguttanum; A. ovale; Rhipicephalus microplus; R. sanguineus; Dermacentor nitens; A. maculatum; A. coelebs; A. neumanni; A. longirostre; A. geayi; A. auricularium,"Amblyomma americanum, A. maculatum, Dermacentor variabilis",mammals,"endosymbiont, may cause mild human rickettsiosis",perhaps human
